analysis_id	stratum_1	stratum_2	stratum_3	stratum_4	stratum_5	count_value	min_value	max_value	avg_value	stdev_value	median_value	p10_value	p25_value	p75_value	p90_value
706	19009384	8507				26	29	71	46.7692307692308	10.9226652143429	45	30	38	55	61
706	19009384	8532				14	34	75	46.3571428571429	11.8426032926571	43	35	37	56	58
706	19018935	8507				24	46	98	66.5833333333333	14.7763520433883	65	48	52	75	85
706	19018935	8532				12	52	82	65.6666666666667	11.3003083894631	64	53	54	76	80
706	19019273	8507				8	39	88	59.375	16.1062321567061	50	39	48	69	88
706	19019273	8532				6	29	81	48	18.676188047886	40	29	34	53	81
706	19019308	8507				14	22	52	34.7857142857143	9.58507310215349	31	25	28	42	51
706	19019851	8532				6	50	83	67	13.2966161108757	67	50	54	80	83
706	19019979	8507				38	0	12	4	3.29618944614306	3	1	2	5	10
706	19019979	8532				34	0	12	3.76470588235294	3.40284037799985	3	0	1	6	8
706	19059056	8507				10	11	80	47	23.4236347876812	50	11	22	62	71
706	19073183	8507				28	0	9	2.64285714285714	2.32879377001924	2	0	1	4	5
706	19073183	8532				29	0	12	3	2.46402690152291	3	0	1	4	6
706	19073188	8507				10	12	74	39.3	22.4155204167906	28	12	25	62	68
706	19073188	8532				26	13	80	44.6538461538462	18.6095508977349	44	18	32	60	70
706	19074679	8507				8	0	59	16.75	18.0930136477355	11	0	5	17	59
706	19074679	8532				7	0	79	20.7142857142857	29.3070769935311	7	0	1	41	79
706	19075001	8507				13	1	68	20.6923076923077	25.8759367475673	3	1	2	37	65
706	19075001	8532				8	0	53	15.375	22.2385604621471	2	0	1	15	53
706	19075601	8507				55	6	97	61.6363636363636	19.5318956963975	66	32	49	78	85
706	19075601	8532				29	5	99	57.9655172413793	23.6484411425554	55	30	41	77	89
706	19077344	8507				29	15	56	35.6551724137931	9.92570926601709	34	22	28	43	48
706	19077344	8532				28	10	51	28.2142857142857	11.0398508539883	24	16	21	37	44
706	19077572	8507				17	58	91	77.3529411764706	7.91313130554672	80	69	71	82	85
706	19077572	8532				17	47	89	73	11.8004237212059	76	50	70	80	86
706	19078461	8507				88	12	98	49.8636363636364	23.5206838874408	51	18	25	69	80
706	19078461	8532				82	12	107	42.9756097560976	20.8959654737559	42	17	25	58	71
706	19081453	8507				69	18	50	20.1159420289855	6.76395340342087	18	18	18	18	19
706	19081453	8532				67	18	47	19.5223880597015	5.53872923002124	18	18	18	18	19
706	19083100	8507				8	24	44	34.625	8.51783842465748	30	24	24	41	44
706	19106768	8507				29	18	50	21.2413793103448	8.06515951668389	18	18	18	19	35
706	19106768	8532				25	18	49	19.84	6.6060578259655	18	18	18	18	19
706	19112599	8507				12	1	4	2.08333333333333	1.24011240937215	1	1	1	3	4
706	19112599	8532				13	0	5	2.38461538461538	1.38675049056307	3	1	1	3	4
706	19115351	8507				9	0	58	14.3333333333333	17.6776695296637	10	0	3	17	58
706	19115351	8532				6	1	83	17.1666666666667	32.461772389484	3	1	1	11	83
706	19125062	8507				12	0	5	1.91666666666667	1.67648622440092	1	0	1	2	5
706	19125062	8532				11	1	4	1.63636363636364	1.20604537831105	1	1	1	2	4
706	19126352	8507				59	2	97	55.9491525423729	20.1061182392013	59	28	38	71	78
706	19126352	8532				19	5	99	47.6842105263158	28.6551384408508	40	6	24	75	88
706	19127663	8507				46	18	51	19.4782608695652	5.5004611137402	18	18	18	18	19
706	19127663	8532				48	18	25	18.3541666666667	1.06170443724077	18	18	18	18	19
706	19127904	8532				86	14	50	27.9883720930233	11.5070251545296	24	16	18	39	45
706	19127918	8532				89	14	50	29.0786516853933	11.3510359149818	26	16	19	40	46
706	19127922	8532				69	15	49	32.2463768115942	10.6693703947623	34	17	23	41	47
706	19128009	8532				78	14	50	28.6794871794872	11.0459413592876	26	16	18	38	45
706	19128022	8532				15	14	49	35.2	12.0605614652529	41	14	24	44	46
706	19128065	8532				8	19	47	34.5	10.8232553856433	31	19	25	46	47
706	19128263	8532				70	14	50	30.0571428571429	10.7108041272241	29	15	22	39	46
706	19129144	8532				60	14	50	33.2166666666667	10.6565674294555	34	19	24	42	48
706	19132304	8532				63	15	50	36.0952380952381	8.84401435219048	36	26	28	44	47
706	19133679	8532				55	14	50	33.2545454545455	10.5676273342102	36	17	25	42	46
706	19133768	8507				18	35	101	68.2222222222222	19.0866616671112	69	37	52	83	94
706	19133873	8507				18	1	16	7.72222222222222	4.92061157790915	6	2	4	12	15
706	19133873	8532				48	0	18	9.02083333333333	4.54991037243187	9	3	5	12	15
706	19133905	8507				47	19	101	50	18.6034124966829	48	25	37	58	77
706	19133905	8532				38	19	109	43.6052631578947	17.7193427272468	41	23	30	53	66
706	35603224	8507				29	60	93	74.8965517241379	9.34017752808573	73	65	67	83	90
706	35603224	8532				19	54	95	74.4210526315789	13.7691918163287	74	54	63	89	95
706	35603924	8507				11	51	81	61.9090909090909	10.1138968301496	57	52	56	71	77
706	35603924	8532				7	51	71	61	7.04745817062199	60	51	55	67	71
706	35604087	8507				8	53	81	68.875	9.06228448019593	68	53	63	76	81
706	40162522	8507				18	12	94	47.2777777777778	28.3067349199809	57	13	14	65	86
706	40162522	8532				21	13	85	49.8095238095238	25.5804985244992	59	16	18	71	78
706	40163554	8507				24	46	98	66.5833333333333	14.7763520433883	65	48	52	75	85
706	40163554	8532				12	52	82	65.6666666666667	11.3003083894631	64	53	54	76	80
706	40163924	8507				27	23	54	40.5185185185185	7.95840325292595	41	28	35	47	50
706	40163924	8532				21	22	51	39.8095238095238	8.50658008613948	42	28	36	47	49
706	40165015	8507				21	22	87	55.2857142857143	21.1710719075413	56	24	38	72	76
706	40165015	8532				24	12	88	38.25	22.3611658714485	34	13	18	45	76
706	40166825	8507				41	52	93	72.2926829268293	9.71659380245728	70	63	65	79	86
706	40166825	8532				21	52	95	72.7142857142857	13.8605297775477	73	55	63	85	89
706	40169216	8507				34	2	19	4	3.65148371670111	3	2	2	4	4
706	40169216	8532				35	2	4	3.05714285714286	0.838165263181051	3	2	2	4	4
706	40169281	8507				25	22	97	43.6	17.3493515728975	39	28	34	46	68
706	40169281	8532				26	21	70	38.4615384615385	12.8941250784402	37	22	31	44	60
706	40171902	8507				24	46	98	67.625	13.9434026787176	66	51	56	75	85
706	40171902	8532				12	52	82	65.6666666666667	11.3003083894631	64	53	54	76	80
706	40173590	8507				20	60	91	71.7	12.4100977560932	70	60	60	80	90
706	40173590	8532				20	60	90	73.7	9.32512170091319	71	60	69	80	81
706	40174880	8532				9	53	68	58.4444444444444	4.8762462794426	58	53	54	61	68
706	40213154	8507				583	0	99	37.6981132075472	24.169748633596	39	3	18	56	69
706	40213154	8532				588	0	100	33.0952380952381	22.253635756265	34	2	13	49	62
706	40213160	8507				73	0	5	1.65753424657534	2.19986854457129	0	0	0	5	5
706	40213160	8532				77	0	5	1.61038961038961	2.21333187843603	0	0	0	5	5
706	40213180	8507				135	11	23	16.1555555555556	4.77222478025018	16	11	11	22	22
706	40213180	8532				156	11	23	15.3461538461538	4.56869268539678	16	11	11	21	22
706	40213198	8507				121	0	69	29.5619834710744	32.3161189300282	3	0	0	66	66
706	40213198	8532				116	0	67	26.7931034482759	31.6822587143243	3	0	0	65	66
706	40213201	8507				62	66	69	66.5967741935484	0.688540328696252	67	66	66	67	67
706	40213201	8532				45	66	68	66.6	0.539359889970594	67	66	66	67	67
706	40213216	8507				45	0	1	0.2	0.404519917477945	0	0	0	0	1
706	40213216	8532				47	0	3	0.212765957446809	0.549156278254511	0	0	0	0	1
706	40213227	8507				422	21	92	48.3791469194313	19.5462382851408	51	22	31	62	72
706	40213227	8532				434	21	92	45.3594470046083	17.543737904087	42	22	31	61	71
706	40213230	8507				54	11	12	11.0185185185185	0.136082763487954	11	11	11	11	11
706	40213230	8532				73	11	12	11.027397260274	0.164367705983163	11	11	11	11	11
706	40213251	8507				70	1	8	2.28571428571429	1.8583369309865	1	1	1	4	5
706	40213251	8532				71	1	5	2.29577464788732	1.7435134166978	1	1	1	5	5
706	40213260	8507				80	50	52	50.25	0.463885625362245	50	50	50	50	51
706	40213260	8532				92	50	52	50.3586956521739	0.504518522277972	50	50	50	51	51
706	40213281	8507				69	0	5	1.53623188405797	2.11145134184249	0	0	0	4	5
706	40213281	8532				72	0	5	1.54166666666667	2.14894340234425	0	0	0	4	5
706	40213296	8507				82	40	43	40.5853658536585	0.800481637611361	40	40	40	41	42
706	40213296	8532				90	40	42	40.3444444444444	0.621001567081037	40	40	40	41	41
706	40213299	8507				55	1	3	1.29090909090909	0.598539186895193	1	1	1	1	2
706	40213299	8532				55	1	3	1.32727272727273	0.579097172634727	1	1	1	2	2
706	40213306	8507				84	20	24	21.5238095238095	1.02353263143832	22	20	20	22	23
706	40213306	8532				84	20	23	21.3214285714286	0.983731698725548	22	20	20	22	22
706	40213314	8507				51	0	2	0.313725490196078	0.547364451839225	0	0	0	1	1
706	40213314	8532				52	0	2	0.230769230769231	0.469266620789964	0	0	0	0	1
706	40213320	8507				66	11	13	11.2878787878788	0.601668232504145	11	11	11	11	12
706	40213320	8532				91	11	13	11.3406593406593	0.702689756416652	11	11	11	11	13
706	40220871	8507				11	51	81	61.9090909090909	10.1138968301496	57	52	56	71	77
706	40220871	8532				7	51	71	61	7.04745817062199	60	51	55	67	71
706	40220960	8507				16	47	90	71.25	14.2103248848622	70	49	59	85	89
706	40220960	8532				14	41	103	68.1428571428571	19.1144614719494	65	48	51	83	89
706	40221415	8532				83	14	50	28.7590361445783	12.0026321924592	25	15	18	41	47
706	40222846	8507				10	58	87	76.5	8.9473770209797	74	58	72	84	85
706	40222846	8532				7	52	90	77.8571428571429	11.9920608658197	81	52	78	82	90
706	40223821	8507				10	0	1	0.9	0.316227766016838	1	0	1	1	1
706	40223821	8532				12	0	6	2.16666666666667	2.03752672412294	1	0	1	4	5
706	40224132	8532				29	14	50	32.448275862069	11.6545092649539	30	17	23	42	49
706	40224174	8507				38	18	51	21.0263157894737	7.39425212162274	18	18	18	19	29
706	40224174	8532				46	18	42	19.0217391304348	3.83254560274258	18	18	18	19	19
706	40224805	8532				71	15	50	32.1408450704225	10.5671942142353	31	17	24	43	46
706	40228230	8507				6	0	2	1	0.632455532033676	1	0	1	1	2
706	40228230	8532				8	0	4	1.25	1.28173988892331	1	0	0	1	4
706	40229134	8507				64	2	102	44.015625	24.5204755304235	42	11	24	64	76
706	40229134	8532				58	3	83	33.0689655172414	20.0777978705864	29	10	14	48	58
706	40231925	8507				39	13	98	45.4615384615385	26.684162614048	42	14	18	70	80
706	40231925	8532				38	13	96	39.9736842105263	23.3301647242308	34	14	21	53	75
706	40232448	8507				14	0	22	3.64285714285714	5.56924442958679	2	0	1	4	5
706	40232448	8532				15	1	25	6.2	6.97137002317335	4	2	3	5	21
706	40236824	8532				46	21	60	37.3695652173913	10.3373297554751	38	23	28	46	52
706	40243436	8507				9	11	93	53.7777777777778	25.4596630858392	55	11	44	69	93
706	40243436	8532				8	1	58	25.75	20.2043135422683	16	1	11	41	58
706	42898298	8507				8	14	62	28.25	18.5376065645718	16	14	14	37	62
706	42898298	8532				14	15	80	33.2142857142857	19.9236178805595	25	15	15	45	59
706	42902245	8532				13	18	49	32.4615384615385	9.85406332953894	34	21	23	38	44
706	43012433	8532				53	14	48	30.1132075471698	10.0339047874204	30	17	22	38	44
706	44816277	8532				37	15	50	33.4054054054054	10.8101276060396	35	18	23	43	46
706	45892894	8532				6	48	87	72.8333333333333	13.6735754894858	74	48	70	83	87
706	46221626	8532				22	17	48	33.1363636363636	7.77845286701212	32	26	28	38	44
706	46275916	8507				9	11	93	53.7777777777778	25.4596630858392	55	11	44	69	93
706	46275916	8532				8	1	58	25.75	20.2043135422683	16	1	11	41	58
2000706	0.409006 secs					6									
715	40224132					30	0	360	329.3666666666666667	96.6060194216993247	360	161	360	360	360
715	920334					8	7	7	7.0000000000000000	0	7	7	7	7	7
715	42902245					13	360	360	360.0000000000000000	0	360	360	360	360	360
715	40213260					322	0	0	0.00000000000000000000	0	0	0	0	0	0
715	19030765					5650	0	0	0.00000000000000000000	0	0	0	0	0	0
715	35605881					24	0	0	0.00000000000000000000	0	0	0	0	0	0
715	19128065					11	0	360	327.2727272727272727	108.544084047995	360	360	360	360	360
715	1154615					3105	-5	377	278.6628019323671498	135.960690140237	371	28	182	371	371
715	40220871					18	0	0	0.00000000000000000000	0	0	0	0	0	0
715	19133873					74	0	13	9.7162162162162162	2.3671280227097595	10	7	8	12	13
715	40162603					6	0	0	0.00000000000000000000	0	0	0	0	0	0
715	44816277					37	0	360	340.5405405405405405	82.5276366486452271	360	360	360	360	360
715	19133905					87	7	13	9.8160919540229885	2.1487082957636075	10	7	8	12	13
715	35606514					8	0	0	0.00000000000000000000	0	0	0	0	0	0
715	19126352					1961	-6	377	161.5787863335033146	158.203395428989	63	7	28	371	371
715	40213296					295	0	0	0.00000000000000000000	0	0	0	0	0	0
715	43012433					61	0	360	348.4754098360655738	63.1330886718359570	360	360	360	360	360
715	40213314					285	0	0	0.00000000000000000000	0	0	0	0	0	0
715	45892894					8	0	0	0.00000000000000000000	0	0	0	0	0	0
715	40213306					291	0	0	0.00000000000000000000	0	0	0	0	0	0
715	19128022					20	360	360	360.0000000000000000	0	360	360	360	360	360
715	19106768					2764	0	371	196.7326338639652677	160.762080120863	140	21	35	371	371
715	1545959					17	0	1	0.05882352941176470588	0.24253562503633297351	0	0	0	0	0
715	40213201					107	0	0	0.00000000000000000000	0	0	0	0	0	0
715	1539464					2376	0	24455	666.2487373737373737	1690.051208691146	365	365	365	365	365
715	19008572					46	0	21	5.0217391304347826	8.3039191026748398	0	0	0	14	21
715	40228230					14	0	0	0.00000000000000000000	0	0	0	0	0	0
715	1150837					11	0	0	0.00000000000000000000	0	0	0	0	0	0
715	40169281					1097	0	377	289.9225159525979945	139.051224656008	371	0	231	371	371
715	35603924					18	0	0	0.00000000000000000000	0	0	0	0	0	0
715	40163554					946	-6	377	173.1109936575052854	162.225733857401	77	7	28	371	371
715	35603224					48	0	0	0.00000000000000000000	0	0	0	0	0	0
715	1713671					266	0	147	15.8947368421052632	14.2909197495814509	14	7	7	21	21
715	40213180					425	0	0	0.00000000000000000000	0	0	0	0	0	0
715	19009384					5581	0	371	60.9283282565848414	63.1587680982509670	35	14	28	70	126
715	19127904					111	0	360	328.7657657657657658	100.4372219081927048	360	360	360	360	360
715	35604087					369	0	0	0.00000000000000000000	0	0	0	0	0	0
715	40223834					6	0	0	0.00000000000000000000	0	0	0	0	0	0
715	40163924					3405	0	372	118.1348017621145374	132.657984131436	56	14	28	154	371
715	19019308					16	0	0	0.00000000000000000000	0	0	0	0	0	0
715	19125062					23	0	0	0.00000000000000000000	0	0	0	0	0	0
715	1127433					649	0	90	16.9075500770416025	15.8822078516087109	14	7	7	14	30
715	734356					6	30	30	30.0000000000000000	0	30	30	30	30	30
715	1167323					15	14	21	17.2666666666666667	3.6147844564602558	14	14	14	21	21
715	42898298					112	7	112	26.7589285714285714	22.2035000632313611	21	7	7	35	56
715	40213154					9555	0	0	0.00000000000000000000	0	0	0	0	0	0
715	1378388					393	0	0	0.00000000000000000000	0	0	0	0	0	0
715	19081453					5507	-5	377	250.9335391320138006	154.648529763328	371	28	63	371	371
715	1107882					7	0	0	0.00000000000000000000	0	0	0	0	0	0
715	19083100					9	0	0	0.00000000000000000000	0	0	0	0	0	0
715	19078461					189	14	90	31.8412698412698413	20.0365673812027800	28	14	14	35	60
715	19115351					26	0	1498	176.8846153846153846	283.869170840805	133	0	77	203	252
715	1351705					38	0	0	0.00000000000000000000	0	0	0	0	0	0
715	1150771					16	0	0	0.00000000000000000000	0	0	0	0	0	0
715	40221836					8	0	0	0.00000000000000000000	0	0	0	0	0	0
715	19074679					21	0	455	128.0000000000000000	113.307987361880	154	0	0	175	210
715	19133768					22	0	1	0.04545454545454545455	0.21320071635561043431	0	0	0	0	0
715	40213216					181	0	0	0.00000000000000000000	0	0	0	0	0	0
715	42629347					24	0	0	0.00000000000000000000	0	0	0	0	0	0
715	40164493					7	14	21	18.0000000000000000	3.7416573867739414	21	14	14	21	21
715	40213320					391	0	0	0.00000000000000000000	0	0	0	0	0	0
715	40213198					589	0	0	0.00000000000000000000	0	0	0	0	0	0
715	957138					62	0	0	0.00000000000000000000	0	0	0	0	0	0
715	19132304					77	-10200	370	187.1558441558441558	1204.294017529019	364	0	364	367	369
715	46221626					24	0	368	267.9583333333333333	157.794990598469	364	0	72	366	368
715	40221415					107	0	360	314.7570093457943925	118.6281522730853586	360	0	360	360	360
715	19073183					79	14	15	14.0126582278481013	0.11250879009260239050	14	14	14	14	14
715	964261					50	0	0	0.00000000000000000000	0	0	0	0	0	0
715	40231925					185	0	19671	494.5297297297297297	2692.614236087873	28	7	14	49	77
715	40213230					127	0	0	0.00000000000000000000	0	0	0	0	0	0
715	40243436					17	0	0	0.00000000000000000000	0	0	0	0	0	0
715	40174880					12	0	0	0.00000000000000000000	0	0	0	0	0	0
715	19059056					17	14	90	31.4705882352941176	24.8548728800280317	21	14	14	30	90
715	1127078					122	0	90	25.0245901639344262	21.3868203466852467	14	14	14	30	60
715	1551192					12	0	0	0.00000000000000000000	0	0	0	0	0	0
715	40169216					3105	-5	377	278.6628019323671498	135.960690140237	371	28	182	371	371
715	19128009					98	0	360	336.7653061224489796	85.1283810380107348	360	360	360	360	360
715	40236824					63	7	14	7.8888888888888889	2.3494070021281424	7	7	7	7	14
715	40162522					39	0	7223	390.4615384615384615	1307.255418326862	34	14	28	72	576
715	19077344					57	0	0	0.00000000000000000000	0	0	0	0	0	0
715	40165015					49	0	12057	374.8163265306122449	1771.195955109021	36	19	25	56	110
715	40222846					17	0	0	0.00000000000000000000	0	0	0	0	0	0
715	19077572					34	0	2190	434.1764705882352941	411.114116030193	360	0	300	540	720
715	19073188					36	14	35	18.4722222222222222	7.8757715671404397	14	14	14	21	35
715	40213227					879	0	0	0.00000000000000000000	0	0	0	0	0	0
715	40213251					193	0	0	0.00000000000000000000	0	0	0	0	0	0
715	19128263					80	0	360	323.5250000000000000	108.600764036756	360	0	360	360	360
715	40169222					67	0	371	293.4776119402985075	128.464280875570	371	0	224	371	371
715	19127663					3184	0	377	283.6341080402010050	140.495206868272	371	28	182	371	371
715	40232448					29	0	0	0.00000000000000000000	0	0	0	0	0	0
715	1718701					125	0	140	28.1520000000000000	24.3774274225549789	21	7	14	35	56
715	1310034					17	0	0	0.00000000000000000000	0	0	0	0	0	0
715	1594382					104	0	0	0.00000000000000000000	0	0	0	0	0	0
715	40224174					3655	0	377	257.1901504787961696	153.151588625005	371	21	63	371	371
715	19018935					946	-6	377	173.1109936575052854	162.225733857401	77	7	28	371	371
715	1332419					1518	-6	377	153.0507246376811594	157.340816574880	56	7	28	371	371
715	1718758					38	0	0	0.00000000000000000000	0	0	0	0	0	0
715	19019273					16	0	1740	117.0625000000000000	432.869875559234	14	0	0	14	21
715	40213299					186	0	0	0.00000000000000000000	0	0	0	0	0	0
715	19133679					63	0	360	329.7301587301587302	94.7251042021249540	360	274	360	360	360
715	19019851					6	0	0	0.00000000000000000000	0	0	0	0	0	0
715	40173590					40	0	0	0.00000000000000000000	0	0	0	0	0	0
715	19127922					84	0	361	306.0595238095238095	127.805419798579	360	0	360	360	360
715	40213281					461	0	0	0.00000000000000000000	0	0	0	0	0	0
715	40171902					918	-6	377	168.2734204793028322	161.363507120300	70	7	28	371	371
715	19075601					1369	0	371	142.4499634769905040	153.815476768884	56	0	28	371	371
715	40220960					33	0	0	0.00000000000000000000	0	0	0	0	0	0
715	40166825					62	0	0	0.00000000000000000000	0	0	0	0	0	0
715	1718412					13	0	370	226.1538461538461538	186.098471314627	365	0	0	368	370
715	19127918					112	0	360	303.8035714285714286	127.009387415397	360	0	360	360	360
715	40213160					394	0	0	0.00000000000000000000	0	0	0	0	0	0
715	19019979					92	13	90	22.6630434782608696	18.2204312164222552	14	14	14	28	35
715	0					9205	0	22707	48.4688756110809343	432.936314841936	0	0	0	14	49
715	19075001					24	0	28	14.2916666666666667	4.3686548189959151	14	14	14	14	14
715	40223821					22	0	0	0.00000000000000000000	0	0	0	0	0	0
715	1115171					302	0	17704	400.6688741721854305	2152.724970889320	21	0	0	30	67
715	40224805					81	0	360	318.3580246913580247	112.068651799017	360	31	360	360	360
715	1539411					1640	-6	377	155.5414634146341463	157.654794653686	63	7	28	371	371
715	19112599					25	0	0	0.00000000000000000000	0	0	0	0	0	0
715	920300					63	7	7	7.0000000000000000	0	7	7	7	7	7
715	46275916					17	0	0	0.00000000000000000000	0	0	0	0	0	0
715	40229134					135	0	14	10.4222222222222222	3.7145672628515904	14	7	7	14	14
715	19129144					77	0	363	312.8701298701298701	119.670968938009	360	0	360	360	360
715	1519937					126	0	360	322.8571428571428571	109.9444015335543521	360	0	360	360	360
2000715	0.398045 secs					6									
716	40213260					322	0	0	0.00000000000000000000	0	0	0	0	0	0
716	19030765					5650	0	0	0.00000000000000000000	0	0	0	0	0	0
716	35605881					24	0	0	0.00000000000000000000	0	0	0	0	0	0
716	40236824					63	0	0	0.00000000000000000000	0	0	0	0	0	0
716	40220871					18	0	0	0.00000000000000000000	0	0	0	0	0	0
716	40162603					6	0	0	0.00000000000000000000	0	0	0	0	0	0
716	35606514					8	0	0	0.00000000000000000000	0	0	0	0	0	0
716	40213296					295	0	0	0.00000000000000000000	0	0	0	0	0	0
716	40213314					285	0	0	0.00000000000000000000	0	0	0	0	0	0
716	45892894					8	0	0	0.00000000000000000000	0	0	0	0	0	0
716	40213306					291	0	0	0.00000000000000000000	0	0	0	0	0	0
716	19128009					98	0	0	0.00000000000000000000	0	0	0	0	0	0
716	40224805					81	0	0	0.00000000000000000000	0	0	0	0	0	0
716	1519937					126	0	0	0.00000000000000000000	0	0	0	0	0	0
716	19129144					77	0	0	0.00000000000000000000	0	0	0	0	0	0
716	43012433					61	0	0	0.00000000000000000000	0	0	0	0	0	0
716	40213201					107	0	0	0.00000000000000000000	0	0	0	0	0	0
716	19008572					46	0	0	0.00000000000000000000	0	0	0	0	0	0
716	19078461					189	0	0	0.00000000000000000000	0	0	0	0	0	0
716	40228230					14	0	0	0.00000000000000000000	0	0	0	0	0	0
716	1150837					11	0	0	0.00000000000000000000	0	0	0	0	0	0
716	35603924					18	0	0	0.00000000000000000000	0	0	0	0	0	0
716	19133905					87	0	0	0.00000000000000000000	0	0	0	0	0	0
716	40221415					107	0	0	0.00000000000000000000	0	0	0	0	0	0
716	35603224					48	0	0	0.00000000000000000000	0	0	0	0	0	0
716	40163554					946	0	0	0.00000000000000000000	0	0	0	0	0	0
716	920300					63	0	0	0.00000000000000000000	0	0	0	0	0	0
716	734356					6	0	0	0.00000000000000000000	0	0	0	0	0	0
716	40213180					425	0	0	0.00000000000000000000	0	0	0	0	0	0
716	1127078					122	0	0	0.00000000000000000000	0	0	0	0	0	0
716	40171902					918	0	0	0.00000000000000000000	0	0	0	0	0	0
716	920334					8	0	0	0.00000000000000000000	0	0	0	0	0	0
716	35604087					369	0	0	0.00000000000000000000	0	0	0	0	0	0
716	40223834					6	0	0	0.00000000000000000000	0	0	0	0	0	0
716	1154615					3105	0	0	0.00000000000000000000	0	0	0	0	0	0
716	40224132					30	0	0	0.00000000000000000000	0	0	0	0	0	0
716	19019308					16	0	0	0.00000000000000000000	0	0	0	0	0	0
716	19125062					23	0	0	0.00000000000000000000	0	0	0	0	0	0
716	40213154					9555	0	0	0.00000000000000000000	0	0	0	0	0	0
716	19128022					20	0	0	0.00000000000000000000	0	0	0	0	0	0
716	1378388					393	0	0	0.00000000000000000000	0	0	0	0	0	0
716	19083100					9	0	0	0.00000000000000000000	0	0	0	0	0	0
716	1107882					7	0	0	0.00000000000000000000	0	0	0	0	0	0
716	40169222					67	0	0	0.00000000000000000000	0	0	0	0	0	0
716	1539464					2376	0	0	0.00000000000000000000	0	0	0	0	0	0
716	19127918					112	0	0	0.00000000000000000000	0	0	0	0	0	0
716	1351705					38	0	0	0.00000000000000000000	0	0	0	0	0	0
716	1150771					16	0	0	0.00000000000000000000	0	0	0	0	0	0
716	40221836					8	0	0	0.00000000000000000000	0	0	0	0	0	0
716	19075601					1369	0	0	0.00000000000000000000	0	0	0	0	0	0
716	19019979					92	0	0	0.00000000000000000000	0	0	0	0	0	0
716	19128065					11	0	0	0.00000000000000000000	0	0	0	0	0	0
716	1718412					13	0	0	0.00000000000000000000	0	0	0	0	0	0
716	42629347					24	0	0	0.00000000000000000000	0	0	0	0	0	0
716	40213216					181	0	0	0.00000000000000000000	0	0	0	0	0	0
716	19127663					3184	0	0	0.00000000000000000000	0	0	0	0	0	0
716	1332419					1518	0	0	0.00000000000000000000	0	0	0	0	0	0
716	19127922					84	0	0	0.00000000000000000000	0	0	0	0	0	0
716	40213320					391	0	0	0.00000000000000000000	0	0	0	0	0	0
716	40213198					589	0	0	0.00000000000000000000	0	0	0	0	0	0
716	19115351					26	0	0	0.00000000000000000000	0	0	0	0	0	0
716	957138					62	0	0	0.00000000000000000000	0	0	0	0	0	0
716	40224174					3655	0	0	0.00000000000000000000	0	0	0	0	0	0
716	19074679					21	0	0	0.00000000000000000000	0	0	0	0	0	0
716	19009384					5581	0	0	0.00000000000000000000	0	0	0	0	0	0
716	19127904					111	0	0	0.00000000000000000000	0	0	0	0	0	0
716	19128263					80	0	0	0.00000000000000000000	0	0	0	0	0	0
716	964261					50	0	0	0.00000000000000000000	0	0	0	0	0	0
716	19019273					16	0	0	0.00000000000000000000	0	0	0	0	0	0
716	44816277					37	0	0	0.00000000000000000000	0	0	0	0	0	0
716	40213230					127	0	0	0.00000000000000000000	0	0	0	0	0	0
716	40243436					17	0	0	0.00000000000000000000	0	0	0	0	0	0
716	40174880					12	0	0	0.00000000000000000000	0	0	0	0	0	0
716	0					9205	0	0	0.00000000000000000000	0	0	0	0	0	0
716	1551192					12	0	0	0.00000000000000000000	0	0	0	0	0	0
716	40164493					7	0	0	0.00000000000000000000	0	0	0	0	0	0
716	42898298					112	0	0	0.00000000000000000000	0	0	0	0	0	0
716	19132304					77	0	0	0.00000000000000000000	0	0	0	0	0	0
716	19077344					57	0	0	0.00000000000000000000	0	0	0	0	0	0
716	40222846					17	0	0	0.00000000000000000000	0	0	0	0	0	0
716	19075001					24	0	0	0.00000000000000000000	0	0	0	0	0	0
716	40213227					879	0	0	0.00000000000000000000	0	0	0	0	0	0
716	40213251					193	0	0	0.00000000000000000000	0	0	0	0	0	0
716	1718701					125	0	0	0.00000000000000000000	0	0	0	0	0	0
716	40232448					29	0	0	0.00000000000000000000	0	0	0	0	0	0
716	42902245					13	0	0	0.00000000000000000000	0	0	0	0	0	0
716	46221626					24	0	0	0.00000000000000000000	0	0	0	0	0	0
716	1310034					17	0	0	0.00000000000000000000	0	0	0	0	0	0
716	1545959					17	0	0	0.00000000000000000000	0	0	0	0	0	0
716	1594382					104	0	0	0.00000000000000000000	0	0	0	0	0	0
716	40163924					3405	0	0	0.00000000000000000000	0	0	0	0	0	0
716	19081453					5507	0	0	0.00000000000000000000	0	0	0	0	0	0
716	19018935					946	0	0	0.00000000000000000000	0	0	0	0	0	0
716	1127433					649	0	0	0.00000000000000000000	0	0	0	0	0	0
716	19133768					22	0	0	0.00000000000000000000	0	0	0	0	0	0
716	19133679					63	0	0	0.00000000000000000000	0	0	0	0	0	0
716	40169216					3105	0	0	0.00000000000000000000	0	0	0	0	0	0
716	1718758					38	0	0	0.00000000000000000000	0	0	0	0	0	0
716	40213299					186	0	0	0.00000000000000000000	0	0	0	0	0	0
716	19019851					6	0	0	0.00000000000000000000	0	0	0	0	0	0
716	1115171					302	0	0	0.00000000000000000000	0	0	0	0	0	0
716	19133873					74	0	0	0.00000000000000000000	0	0	0	0	0	0
716	1713671					266	0	0	0.00000000000000000000	0	0	0	0	0	0
