analysis_id	stratum_1	stratum_2	stratum_3	stratum_4	stratum_5	count_value
602	4326177	200309				6
602	4326177	200311				6
602	4326177	200312				6
602	4326177	200409				7
602	4326177	200510				6
602	4326177	200605				6
602	4326177	200609				6
602	4326177	200711				8
602	4326177	200801				6
602	4326177	200802				6
602	4326177	200805				6
602	4326177	200811				6
602	4326177	200812				6
602	4326177	200901				6
602	4326177	200908				6
602	4326177	200910				31
602	4326177	200911				42
602	4326177	200912				35
602	4326177	201001				46
602	4326177	201002				58
602	4326177	201003				44
602	4326177	201004				51
602	4326177	201005				52
602	4326177	201006				44
602	4326177	201007				37
602	4326177	201008				37
602	4326177	201009				39
602	4326177	201010				48
602	4326177	201011				45
602	4326177	201012				38
602	4326177	201101				36
602	4326177	201102				47
602	4326177	201103				37
602	4326177	201104				39
602	4326177	201105				47
602	4326177	201106				40
602	4326177	201107				41
602	4326177	201108				45
602	4326177	201109				38
602	4326177	201110				34
602	4326177	201111				51
602	4326177	201112				31
602	4326177	201201				36
602	4326177	201202				49
602	4326177	201203				42
602	4326177	201204				38
602	4326177	201205				51
602	4326177	201206				45
602	4326177	201207				39
602	4326177	201208				42
602	4326177	201209				41
602	4326177	201210				47
602	4326177	201211				41
602	4326177	201212				50
602	4326177	201301				34
602	4326177	201302				42
602	4326177	201303				55
602	4326177	201304				29
602	4326177	201305				47
602	4326177	201306				40
602	4326177	201307				39
602	4326177	201308				40
602	4326177	201309				42
602	4326177	201310				26
602	4326177	201311				41
602	4326177	201312				40
602	4326177	201401				30
602	4326177	201402				43
602	4326177	201403				44
602	4326177	201404				29
602	4326177	201405				38
602	4326177	201406				40
602	4326177	201407				46
602	4326177	201408				38
602	4326177	201409				35
602	4326177	201410				42
602	4326177	201411				34
602	4326177	201412				42
602	4326177	201501				35
602	4326177	201502				33
602	4326177	201503				40
602	4326177	201504				37
602	4326177	201505				50
602	4326177	201506				44
602	4326177	201507				48
602	4326177	201508				41
602	4326177	201509				35
602	4326177	201510				36
602	4326177	201511				38
602	4326177	201512				54
602	4326177	201601				32
602	4326177	201602				37
602	4326177	201603				63
602	4326177	201604				39
602	4326177	201605				45
602	4326177	201606				46
602	4326177	201607				52
602	4326177	201608				34
602	4326177	201609				43
602	4326177	201610				43
602	4326177	201611				40
602	4326177	201612				42
602	4326177	201701				35
602	4326177	201702				39
602	4326177	201703				50
602	4326177	201704				33
602	4326177	201705				47
602	4326177	201706				37
602	4326177	201707				48
602	4326177	201708				39
602	4326177	201709				35
602	4326177	201710				38
602	4326177	201711				37
602	4326177	201712				48
602	4326177	201801				45
602	4326177	201802				32
602	4326177	201803				60
602	4326177	201804				45
602	4326177	201805				47
602	4326177	201806				42
602	4326177	201807				53
602	4326177	201808				45
602	4326177	201809				42
602	4326177	201810				37
602	4326177	201811				40
602	4326177	201812				44
602	4326177	201901				49
602	4326177	201902				38
602	4326177	201903				61
602	4326177	201904				48
602	4326177	201905				40
602	4326177	201906				49
602	4326177	201907				44
602	4326177	201908				36
602	4326177	201909				27
602	40481948	201106				6
602	40481948	201406				6
602	40481948	201908				6
2000602	0.264002 secs					6
604	0	2009	8532	1		6
604	0	2009	8532	2		17
604	0	2009	8532	3		11
604	0	2009	8532	4		7
604	0	2009	8532	5		6
604	0	2010	8507	0		6
604	0	2010	8507	2		6
604	0	2010	8507	3		7
604	0	2010	8507	4		7
604	0	2010	8532	1		13
604	0	2010	8532	2		37
604	0	2010	8532	3		23
604	0	2010	8532	4		11
604	0	2010	8532	5		11
604	0	2011	8507	0		8
604	0	2011	8507	3		8
604	0	2011	8507	4		7
604	0	2011	8532	1		10
604	0	2011	8532	2		36
604	0	2011	8532	3		28
604	0	2011	8532	4		18
604	0	2011	8532	5		12
604	0	2012	8507	2		9
604	0	2012	8507	3		6
604	0	2012	8507	4		9
604	0	2012	8532	0		9
604	0	2012	8532	1		11
604	0	2012	8532	2		31
604	0	2012	8532	3		22
604	0	2012	8532	4		21
604	0	2012	8532	5		13
604	0	2013	8507	1		9
604	0	2013	8507	2		7
604	0	2013	8507	4		7
604	0	2013	8532	1		11
604	0	2013	8532	2		31
604	0	2013	8532	3		25
604	0	2013	8532	4		13
604	0	2013	8532	5		14
604	0	2014	8507	1		6
604	0	2014	8507	4		6
604	0	2014	8507	5		8
604	0	2014	8532	1		8
604	0	2014	8532	2		33
604	0	2014	8532	3		20
604	0	2014	8532	4		16
604	0	2014	8532	5		7
604	0	2015	8507	1		6
604	0	2015	8507	2		9
604	0	2015	8507	6		6
604	0	2015	8532	0		6
604	0	2015	8532	1		14
604	0	2015	8532	2		28
604	0	2015	8532	3		25
604	0	2015	8532	4		17
604	0	2015	8532	5		10
604	0	2016	8507	4		7
604	0	2016	8507	5		6
604	0	2016	8507	6		6
604	0	2016	8532	1		7
604	0	2016	8532	2		30
604	0	2016	8532	3		23
604	0	2016	8532	4		12
604	0	2016	8532	5		11
604	0	2017	8507	6		7
604	0	2017	8532	1		7
604	0	2017	8532	2		25
604	0	2017	8532	3		23
604	0	2017	8532	4		19
604	0	2017	8532	5		12
604	0	2018	8507	2		7
604	0	2018	8507	4		8
604	0	2018	8507	5		6
604	0	2018	8507	6		8
604	0	2018	8532	1		15
604	0	2018	8532	2		28
604	0	2018	8532	3		20
604	0	2018	8532	4		15
604	0	2018	8532	5		10
604	0	2019	8507	3		6
604	0	2019	8507	6		6
604	0	2019	8532	1		9
604	0	2019	8532	2		26
604	0	2019	8532	3		31
604	4015590	2010	8532	2		10
604	4015590	2011	8532	2		9
604	4015590	2012	8532	2		6
604	4015590	2013	8532	2		6
604	4015590	2014	8532	2		6
604	4015590	2015	8532	2		6
604	4015590	2018	8532	2		7
604	4059978	2017	8532	4		7
604	4060626	2009	8532	2		8
604	4060626	2010	8532	2		25
604	4060626	2010	8532	3		15
604	4060626	2011	8532	2		20
604	4060626	2011	8532	3		16
604	4060626	2011	8532	4		7
604	4060626	2012	8532	2		21
604	4060626	2012	8532	3		9
604	4060626	2012	8532	4		12
604	4060626	2013	8532	2		21
604	4060626	2013	8532	3		13
604	4060626	2014	8532	2		22
604	4060626	2014	8532	3		13
604	4060626	2014	8532	4		8
604	4060626	2015	8532	1		6
604	4060626	2015	8532	2		17
604	4060626	2015	8532	3		13
604	4060626	2015	8532	4		7
604	4060626	2016	8532	2		16
604	4060626	2016	8532	3		15
604	4060626	2016	8532	4		6
604	4060626	2017	8532	2		18
604	4060626	2017	8532	3		12
604	4060626	2017	8532	4		9
604	4060626	2018	8532	2		20
604	4060626	2018	8532	3		11
604	4060626	2018	8532	4		7
604	4060626	2019	8532	2		19
604	4060626	2019	8532	3		20
604	4061811	2010	8532	2		13
604	4061811	2010	8532	3		13
604	4061811	2011	8532	2		13
604	4061811	2011	8532	3		13
604	4061811	2012	8532	2		14
604	4061811	2012	8532	3		8
604	4061811	2012	8532	4		6
604	4061811	2013	8532	2		14
604	4061811	2013	8532	3		10
604	4061811	2014	8532	2		16
604	4061811	2014	8532	3		11
604	4061811	2015	8532	2		11
604	4061811	2015	8532	3		10
604	4061811	2015	8532	4		7
604	4061811	2016	8532	2		12
604	4061811	2016	8532	3		8
604	4061811	2017	8532	2		11
604	4061811	2017	8532	3		9
604	4061811	2017	8532	4		6
604	4061811	2018	8532	2		14
604	4061811	2018	8532	3		8
604	4061811	2019	8532	2		13
604	4061811	2019	8532	3		16
604	4064377	2010	8532	2		22
604	4064377	2010	8532	3		15
604	4064377	2011	8532	2		24
604	4064377	2011	8532	3		20
604	4064377	2011	8532	4		6
604	4064377	2012	8532	2		19
604	4064377	2012	8532	3		9
604	4064377	2012	8532	4		7
604	4064377	2013	8532	2		22
604	4064377	2013	8532	3		15
604	4064377	2013	8532	4		7
604	4064377	2014	8532	2		20
604	4064377	2014	8532	3		10
604	4064377	2014	8532	4		6
604	4064377	2015	8532	2		24
604	4064377	2015	8532	3		17
604	4064377	2015	8532	4		8
604	4064377	2016	8532	2		15
604	4064377	2016	8532	3		15
604	4064377	2016	8532	4		8
604	4064377	2017	8532	2		20
604	4064377	2017	8532	3		10
604	4064377	2018	8532	2		15
604	4064377	2018	8532	3		14
604	4064377	2018	8532	4		10
604	4064377	2019	8532	2		14
604	4064377	2019	8532	3		11
604	4075363	2009	8532	2		10
604	4075363	2009	8532	3		8
604	4075363	2010	8532	2		18
604	4075363	2010	8532	3		19
604	4075363	2011	8532	2		20
604	4075363	2011	8532	3		20
604	4075363	2011	8532	4		6
604	4075363	2012	8532	2		21
604	4075363	2012	8532	3		12
604	4075363	2012	8532	4		7
604	4075363	2013	8532	2		23
604	4075363	2013	8532	3		16
604	4075363	2014	8532	2		24
604	4075363	2014	8532	3		16
604	4075363	2015	8532	2		15
604	4075363	2015	8532	3		18
604	4075363	2015	8532	4		11
604	4075363	2016	8532	2		18
604	4075363	2016	8532	3		11
604	4075363	2017	8532	2		15
604	4075363	2017	8532	3		13
604	4075363	2017	8532	4		8
604	4075363	2018	8532	2		19
604	4075363	2018	8532	3		13
604	4075363	2018	8532	4		6
604	4075363	2019	8532	2		18
604	4075363	2019	8532	3		20
604	4078199	2011	8532	3		6
604	4078199	2014	8532	2		7
604	4146053	2010	8532	5		6
604	4146053	2011	8532	5		6
604	4146053	2012	8532	5		6
604	4146053	2013	8532	5		6
604	4146053	2018	8532	6		7
604	4150653	2010	8532	2		11
604	4150653	2010	8532	3		10
604	4150653	2011	8532	2		13
604	4150653	2011	8532	3		14
604	4150653	2012	8532	2		13
604	4150653	2012	8532	3		9
604	4150653	2012	8532	4		6
604	4150653	2013	8532	2		14
604	4150653	2013	8532	3		10
604	4150653	2014	8532	2		18
604	4150653	2014	8532	3		11
604	4150653	2015	8532	2		12
604	4150653	2015	8532	3		10
604	4150653	2015	8532	4		7
604	4150653	2016	8532	2		12
604	4150653	2016	8532	3		6
604	4150653	2017	8532	2		10
604	4150653	2017	8532	3		11
604	4150653	2017	8532	4		7
604	4150653	2018	8532	2		15
604	4150653	2018	8532	3		8
604	4150653	2019	8532	2		9
604	4150653	2019	8532	3		15
604	4163708	2010	8532	2		11
604	4163708	2010	8532	3		8
604	4163708	2011	8532	2		16
604	4163708	2011	8532	3		15
604	4163708	2012	8532	2		13
604	4163708	2012	8532	3		7
604	4163708	2013	8532	2		10
604	4163708	2013	8532	3		13
604	4163708	2014	8532	2		18
604	4163708	2014	8532	3		10
604	4163708	2015	8532	2		13
604	4163708	2015	8532	3		13
604	4163708	2015	8532	4		7
604	4163708	2016	8532	2		10
604	4163708	2017	8532	2		11
604	4163708	2017	8532	3		9
604	4163708	2017	8532	4		6
604	4163708	2018	8532	2		14
604	4163708	2018	8532	3		10
604	4163708	2019	8532	2		10
604	4163708	2019	8532	3		9
604	4168236	2009	8532	2		10
604	4168236	2009	8532	3		8
604	4168236	2010	8532	2		18
604	4168236	2010	8532	3		19
604	4168236	2011	8532	2		20
604	4168236	2011	8532	3		20
604	4168236	2011	8532	4		6
604	4168236	2012	8532	2		21
604	4168236	2012	8532	3		12
604	4168236	2012	8532	4		7
604	4168236	2013	8532	2		23
604	4168236	2013	8532	3		16
604	4168236	2014	8532	2		24
604	4168236	2014	8532	3		16
604	4168236	2015	8532	2		15
604	4168236	2015	8532	3		18
604	4168236	2015	8532	4		11
604	4168236	2016	8532	2		18
604	4168236	2016	8532	3		11
604	4168236	2017	8532	2		15
604	4168236	2017	8532	3		13
604	4168236	2017	8532	4		8
604	4168236	2018	8532	2		19
604	4168236	2018	8532	3		13
604	4168236	2018	8532	4		6
604	4168236	2019	8532	2		18
604	4168236	2019	8532	3		20
604	4186930	2014	8532	4		6
604	4199458	2011	8532	3		6
604	4199458	2012	8532	2		6
604	4199458	2013	8532	3		6
604	4199458	2015	8532	3		6
604	4199458	2016	8532	3		6
604	4199458	2019	8532	3		6
604	4234541	2010	8532	2		13
604	4234541	2010	8532	3		13
604	4234541	2010	8532	5		6
604	4234541	2011	8532	2		13
604	4234541	2011	8532	3		13
604	4234541	2011	8532	4		6
604	4234541	2011	8532	5		7
604	4234541	2012	8532	2		14
604	4234541	2012	8532	3		8
604	4234541	2012	8532	4		7
604	4234541	2012	8532	5		6
604	4234541	2013	8532	2		14
604	4234541	2013	8532	3		10
604	4234541	2013	8532	5		7
604	4234541	2014	8532	2		16
604	4234541	2014	8532	3		11
604	4234541	2015	8532	2		11
604	4234541	2015	8532	3		10
604	4234541	2015	8532	4		8
604	4234541	2016	8532	2		12
604	4234541	2016	8532	3		8
604	4234541	2017	8532	2		11
604	4234541	2017	8532	3		9
604	4234541	2017	8532	4		6
604	4234541	2018	8532	2		14
604	4234541	2018	8532	3		8
604	4234541	2018	8532	6		7
604	4234541	2019	8532	2		13
604	4234541	2019	8532	3		16
604	4240345	2009	8532	2		10
604	4240345	2009	8532	3		6
604	4240345	2010	8532	1		7
604	4240345	2010	8532	2		32
604	4240345	2010	8532	3		23
604	4240345	2011	8532	2		31
604	4240345	2011	8532	3		25
604	4240345	2011	8532	4		8
604	4240345	2012	8532	2		29
604	4240345	2012	8532	3		15
604	4240345	2012	8532	4		12
604	4240345	2013	8532	2		29
604	4240345	2013	8532	3		20
604	4240345	2013	8532	4		7
604	4240345	2014	8532	1		6
604	4240345	2014	8532	2		29
604	4240345	2014	8532	3		18
604	4240345	2014	8532	4		9
604	4240345	2015	8532	1		7
604	4240345	2015	8532	2		28
604	4240345	2015	8532	3		22
604	4240345	2015	8532	4		11
604	4240345	2016	8532	2		23
604	4240345	2016	8532	3		18
604	4240345	2016	8532	4		8
604	4240345	2017	8532	2		24
604	4240345	2017	8532	3		15
604	4240345	2017	8532	4		11
604	4240345	2018	8532	2		24
604	4240345	2018	8532	3		18
604	4240345	2018	8532	4		12
604	4240345	2019	8532	2		26
604	4240345	2019	8532	3		26
604	4249893	2009	8532	5		7
604	4249893	2010	8507	5		8
604	4249893	2010	8507	6		7
604	4249893	2010	8532	5		11
604	4249893	2010	8532	6		6
604	4249893	2011	8507	5		6
604	4249893	2011	8532	5		11
604	4249893	2011	8532	6		6
604	4249893	2012	8507	5		11
604	4249893	2012	8507	6		6
604	4249893	2012	8532	5		10
604	4249893	2013	8507	5		12
604	4249893	2013	8507	6		6
604	4249893	2013	8507	7		7
604	4249893	2013	8532	5		9
604	4249893	2013	8532	6		11
604	4249893	2014	8507	5		11
604	4249893	2014	8507	7		6
604	4249893	2014	8532	5		15
604	4249893	2014	8532	6		12
604	4249893	2015	8507	5		9
604	4249893	2015	8507	6		7
604	4249893	2015	8532	5		13
604	4249893	2015	8532	6		6
604	4249893	2016	8507	5		15
604	4249893	2016	8532	5		16
604	4249893	2016	8532	6		10
604	4249893	2017	8507	5		14
604	4249893	2017	8507	6		9
604	4249893	2017	8532	5		11
604	4249893	2018	8507	5		14
604	4249893	2018	8507	6		7
604	4249893	2018	8507	7		6
604	4249893	2018	8532	5		15
604	4249893	2018	8532	6		7
604	4249893	2019	8507	5		8
604	4249893	2019	8507	6		7
604	4249893	2019	8532	5		13
604	4249893	2019	8532	6		9
604	4254766	1980	8507	6		7
604	4254766	1981	8507	6		6
604	4254766	1984	8507	6		6
604	4254766	1987	8507	6		6
604	4254766	1991	8507	6		7
604	4254766	1992	8507	6		6
604	4275113	2011	8532	3		6
604	4275113	2011	8532	4		7
604	4275113	2012	8532	4		6
604	4275113	2013	8532	3		7
604	4275113	2013	8532	4		6
604	4275113	2015	8532	3		6
604	4275113	2015	8532	4		8
604	4275113	2016	8532	3		6
604	4275113	2018	8532	2		6
604	4275113	2018	8532	3		8
604	4275113	2019	8532	3		6
604	4295880	2009	8532	2		7
604	4295880	2009	8532	3		11
604	4295880	2009	8532	4		16
604	4295880	2010	8532	2		7
604	4295880	2010	8532	3		14
604	4295880	2010	8532	4		15
604	4295880	2010	8532	5		6
604	4295880	2011	8532	3		14
604	4295880	2011	8532	4		14
604	4295880	2012	8532	3		12
604	4295880	2012	8532	4		16
604	4295880	2013	8532	3		7
604	4295880	2013	8532	4		14
604	4295880	2014	8532	1		8
604	4295880	2014	8532	2		9
604	4295880	2014	8532	3		8
604	4295880	2014	8532	4		12
604	4295880	2015	8532	1		8
604	4295880	2015	8532	2		9
604	4295880	2015	8532	3		8
604	4295880	2015	8532	4		17
604	4295880	2016	8532	1		7
604	4295880	2016	8532	2		11
604	4295880	2016	8532	3		10
604	4295880	2016	8532	4		12
604	4295880	2017	8532	2		9
604	4295880	2017	8532	3		8
604	4295880	2017	8532	4		11
604	4295880	2018	8532	2		14
604	4295880	2018	8532	3		7
604	4295880	2018	8532	4		10
604	4295880	2019	8532	2		12
604	4295880	2019	8532	3		9
604	4295880	2019	8532	4		10
604	4311671	2014	8532	2		6
604	4324693	2010	8532	5		6
604	4324693	2011	8532	5		6
604	4324693	2012	8532	5		6
604	4324693	2013	8532	5		6
604	4324693	2018	8532	6		7
604	4326177	1976	8507	6		6
604	4326177	1977	8507	6		8
604	4326177	1978	8507	6		7
604	4326177	1979	8507	6		10
604	4326177	1980	8507	6		7
604	4326177	1981	8507	6		7
604	4326177	1983	8507	6		7
604	4326177	1984	8507	6		6
604	4326177	1986	8507	7		6
604	4326177	1987	8507	6		7
604	4326177	1991	8507	6		7
604	4326177	1991	8507	7		6
604	4326177	1992	8507	6		6
604	4326177	1992	8507	7		6
604	4326177	1993	8507	7		8
604	4326177	1995	8507	7		6
604	4326177	1995	8507	8		6
604	4326177	1996	8507	7		8
604	4326177	1997	8507	7		8
604	4326177	1998	8507	7		6
604	4326177	2000	8507	8		7
604	4326177	2006	8507	6		6
604	4326177	2007	8507	6		8
604	4326177	2008	8507	6		9
604	4326177	2009	8507	0		6
604	4326177	2009	8507	4		9
604	4326177	2009	8507	5		7
604	4326177	2009	8507	6		16
604	4326177	2009	8532	0		9
604	4326177	2009	8532	1		13
604	4326177	2009	8532	2		7
604	4326177	2009	8532	5		11
604	4326177	2009	8532	6		9
604	4326177	2010	8507	0		28
604	4326177	2010	8507	1		34
604	4326177	2010	8507	2		20
604	4326177	2010	8507	3		24
604	4326177	2010	8507	4		23
604	4326177	2010	8507	5		36
604	4326177	2010	8507	6		20
604	4326177	2010	8507	7		11
604	4326177	2010	8507	8		9
604	4326177	2010	8532	0		40
604	4326177	2010	8532	1		35
604	4326177	2010	8532	2		27
604	4326177	2010	8532	3		23
604	4326177	2010	8532	4		41
604	4326177	2010	8532	5		31
604	4326177	2010	8532	6		15
604	4326177	2010	8532	7		8
604	4326177	2011	8507	0		26
604	4326177	2011	8507	1		25
604	4326177	2011	8507	2		13
604	4326177	2011	8507	3		24
604	4326177	2011	8507	4		31
604	4326177	2011	8507	5		25
604	4326177	2011	8507	6		17
604	4326177	2011	8507	7		11
604	4326177	2011	8507	8		8
604	4326177	2011	8532	0		38
604	4326177	2011	8532	1		41
604	4326177	2011	8532	2		18
604	4326177	2011	8532	3		19
604	4326177	2011	8532	4		34
604	4326177	2011	8532	5		40
604	4326177	2011	8532	6		15
604	4326177	2011	8532	7		9
604	4326177	2012	8507	0		25
604	4326177	2012	8507	1		36
604	4326177	2012	8507	2		27
604	4326177	2012	8507	3		15
604	4326177	2012	8507	4		30
604	4326177	2012	8507	5		27
604	4326177	2012	8507	6		19
604	4326177	2012	8507	7		11
604	4326177	2012	8507	8		11
604	4326177	2012	8532	0		38
604	4326177	2012	8532	1		40
604	4326177	2012	8532	2		29
604	4326177	2012	8532	3		16
604	4326177	2012	8532	4		38
604	4326177	2012	8532	5		39
604	4326177	2012	8532	6		22
604	4326177	2013	8507	0		21
604	4326177	2013	8507	1		31
604	4326177	2013	8507	2		21
604	4326177	2013	8507	3		11
604	4326177	2013	8507	4		25
604	4326177	2013	8507	5		28
604	4326177	2013	8507	6		22
604	4326177	2013	8507	7		17
604	4326177	2013	8507	8		9
604	4326177	2013	8532	0		25
604	4326177	2013	8532	1		33
604	4326177	2013	8532	2		29
604	4326177	2013	8532	3		19
604	4326177	2013	8532	4		21
604	4326177	2013	8532	5		33
604	4326177	2013	8532	6		19
604	4326177	2013	8532	7		7
604	4326177	2013	8532	8		6
604	4326177	2014	8507	0		23
604	4326177	2014	8507	1		18
604	4326177	2014	8507	2		21
604	4326177	2014	8507	3		20
604	4326177	2014	8507	4		29
604	4326177	2014	8507	5		31
604	4326177	2014	8507	6		13
604	4326177	2014	8507	7		11
604	4326177	2014	8507	8		6
604	4326177	2014	8507	9		8
604	4326177	2014	8532	0		23
604	4326177	2014	8532	1		34
604	4326177	2014	8532	2		28
604	4326177	2014	8532	3		8
604	4326177	2014	8532	4		33
604	4326177	2014	8532	5		34
604	4326177	2014	8532	6		24
604	4326177	2014	8532	7		7
604	4326177	2015	8507	0		31
604	4326177	2015	8507	1		23
604	4326177	2015	8507	2		22
604	4326177	2015	8507	3		14
604	4326177	2015	8507	4		23
604	4326177	2015	8507	5		30
604	4326177	2015	8507	6		26
604	4326177	2015	8507	7		16
604	4326177	2015	8507	9		8
604	4326177	2015	8532	0		25
604	4326177	2015	8532	1		38
604	4326177	2015	8532	2		17
604	4326177	2015	8532	3		18
604	4326177	2015	8532	4		22
604	4326177	2015	8532	5		38
604	4326177	2015	8532	6		30
604	4326177	2015	8532	7		6
604	4326177	2016	8507	0		31
604	4326177	2016	8507	1		23
604	4326177	2016	8507	2		20
604	4326177	2016	8507	3		17
604	4326177	2016	8507	4		23
604	4326177	2016	8507	5		34
604	4326177	2016	8507	6		18
604	4326177	2016	8507	7		17
604	4326177	2016	8507	8		6
604	4326177	2016	8507	9		6
604	4326177	2016	8532	0		28
604	4326177	2016	8532	1		38
604	4326177	2016	8532	2		24
604	4326177	2016	8532	3		17
604	4326177	2016	8532	4		27
604	4326177	2016	8532	5		42
604	4326177	2016	8532	6		34
604	4326177	2017	8507	0		21
604	4326177	2017	8507	1		28
604	4326177	2017	8507	2		27
604	4326177	2017	8507	3		16
604	4326177	2017	8507	4		19
604	4326177	2017	8507	5		34
604	4326177	2017	8507	6		25
604	4326177	2017	8507	7		11
604	4326177	2017	8507	8		7
604	4326177	2017	8507	9		9
604	4326177	2017	8532	0		30
604	4326177	2017	8532	1		29
604	4326177	2017	8532	2		16
604	4326177	2017	8532	3		20
604	4326177	2017	8532	4		28
604	4326177	2017	8532	5		40
604	4326177	2017	8532	6		23
604	4326177	2017	8532	7		7
604	4326177	2017	8532	8		6
604	4326177	2018	8507	0		36
604	4326177	2018	8507	1		24
604	4326177	2018	8507	2		20
604	4326177	2018	8507	3		12
604	4326177	2018	8507	4		31
604	4326177	2018	8507	5		40
604	4326177	2018	8507	6		26
604	4326177	2018	8507	7		13
604	4326177	2018	8507	8		9
604	4326177	2018	8532	0		31
604	4326177	2018	8532	1		36
604	4326177	2018	8532	2		11
604	4326177	2018	8532	3		22
604	4326177	2018	8532	4		27
604	4326177	2018	8532	5		40
604	4326177	2018	8532	6		26
604	4326177	2018	8532	7		10
604	4326177	2019	8507	0		27
604	4326177	2019	8507	1		22
604	4326177	2019	8507	2		12
604	4326177	2019	8507	3		17
604	4326177	2019	8507	4		17
604	4326177	2019	8507	5		21
604	4326177	2019	8507	6		20
604	4326177	2019	8507	7		11
604	4326177	2019	8532	0		23
604	4326177	2019	8532	1		26
604	4326177	2019	8532	2		19
604	4326177	2019	8532	3		22
604	4326177	2019	8532	4		18
604	4326177	2019	8532	5		29
604	4326177	2019	8532	6		26
604	4326177	2019	8532	7		9
604	37018340	2010	8532	2		10
604	37018340	2011	8532	2		9
604	37018340	2012	8532	2		6
604	37018340	2013	8532	2		6
604	37018340	2014	8532	2		6
604	37018340	2015	8532	2		6
604	37018340	2018	8532	2		7
604	40481948	2010	8532	2		12
604	40481948	2010	8532	3		11
604	40481948	2011	8532	2		14
604	40481948	2011	8532	3		16
604	40481948	2012	8532	2		13
604	40481948	2012	8532	3		7
604	40481948	2012	8532	4		6
604	40481948	2013	8532	2		15
604	40481948	2013	8532	3		11
604	40481948	2014	8532	2		16
604	40481948	2014	8532	3		10
604	40481948	2015	8532	2		12
604	40481948	2015	8532	3		11
604	40481948	2015	8532	4		8
604	40481948	2016	8532	2		12
604	40481948	2016	8532	3		6
604	40481948	2017	8532	2		11
604	40481948	2017	8532	3		10
604	40481948	2017	8532	4		7
604	40481948	2018	8532	2		14
604	40481948	2018	8532	3		9
604	40481948	2019	8532	2		10
604	40481948	2019	8532	3		15
2000604	0.257986 secs					6
605	4293740	38000275				26
605	4128031	38000275				26
605	4302356	38000275				12
605	4145310	38000275				8
605	4015701	38000275				44
605	4010253	38000275				9
605	4150970	38000275				52
605	4024289	38000275				35
605	4323902	38000275				8
605	4146536	38000275				5651
605	4197460	38000275				12
605	4078199	38000275				67
605	4234541	38000275				445
605	4029715	38000275				102
605	44784284	38000275				12
605	0	38000275				7912
605	4163708	38000275				310
605	45766298	38000275				429
605	4273629	38000275				80
605	4276519	38000275				111
605	4198190	38000275				15
605	4062501	38000275				11
605	37018340	38000275				96
605	4047491	38000275				40
605	4295880	38000275				1388
605	4311671	38000275				83
605	4191853	38000275				79
605	4254766	38000275				197
605	4243062	38000275				32
605	4252419	38000275				29
605	4015590	38000275				96
605	4077697	38000275				7
605	42535066	38000275				11
605	4187458	38000275				93
605	4064377	38000275				485
605	4125906	38000275				164
605	4166761	38000275				91
605	4127235	38000275				9
605	4181781	38000275				17
605	4202451	38000275				35
605	4059978	38000275				112
605	4170947	38000275				127
605	4181778	38000275				9
605	4107731	38000275				1414
605	4058899	38000275				42
605	4326177	38000275				6087
605	4238715	38000275				101
605	4235738	38000275				22
605	4161390	38000275				16
605	4057420	38000275				293
605	4078793	38000275				1035
605	4163872	38000275				176
605	4117038	38000275				33
605	4278515	38000275				43
605	4195803	38000275				124
605	4199276	38000275				57
605	4213045	38000275				9
605	4216130	38000275				26
605	4168236	38000275				2808
605	4047494	38000275				16
605	4146053	38000275				125
605	4199235	38000275				107
605	4018619	38000275				74
605	4240345	38000275				805
605	4081880	38000275				9
605	4275113	38000275				172
605	4249893	38000275				595
605	4150653	38000275				314
605	4141448	38000275				102
605	44783196	38000275				19
605	4199458	38000275				148
605	4037675	38000275				93
605	4335825	38000275				51
605	4035793	38000275				261
605	44805732	38000275				49
605	4127260	38000275				18
605	4186930	38000275				73
605	4061811	38000275				320
605	4181917	38000275				31
605	4151422	38000275				120
605	4060626	38000275				493
605	40481948	38000275				317
605	40492359	38000275				17
605	4336464	38000275				26
605	4230911	38000275				78
605	4043071	38000275				123
605	4294513	38000275				13
605	4324693	38000275				164
605	4075363	38000275				2808
605	4134565	38000275				190
2000605	0.165002 secs					6
2000609	0.032004 secs					6
610						17
2000610	0.036027 secs					6
2000612	0.031003 secs					6
2000613	0.048000 secs					6
620	198702					21
620	200705					27
620	198105					7
620	200309					23
620	198501					11
620	200409					31
620	201001					228
620	199805					10
620	201201					269
620	197901					8
620	198604					19
620	201405					355
620	199608					16
620	199912					8
620	198503					21
620	199502					21
620	199011					37
620	198710					15
620	198506					16
620	198707					15
620	199405					19
620	201609					305
620	198412					12
620	199611					14
620	199406					17
620	201711					235
620	201607					262
620	200908					33
620	201101					251
620	197912					6
620	198405					13
620	201106					262
620	199301					28
620	200302					15
620	201506					314
620	200202					9
620	200703					26
620	201804					273
620	201404					235
620	196310					7
620	200812					24
620	198612					26
620	201601					260
620	201210					230
620	201109					282
620	199909					11
620	201108					254
620	200204					31
620	199806					9
620	201605					233
620	201107					295
620	200806					22
620	199512					16
620	200212					16
620	199902					9
620	200111					18
620	200803					24
620	199809					8
620	200004					7
620	201307					256
620	201007					223
620	201406					263
620	198611					16
620	201702					230
620	198108					7
620	199107					34
620	200903					29
620	199104					30
620	200603					19
620	201503					296
620	200605					25
620	201703					277
620	198805					26
620	201502					293
620	199908					8
620	199507					15
620	198901					21
620	198205					12
620	200307					20
620	199008					29
620	201112					222
620	201902					277
620	200411					27
620	201806					225
620	200310					20
620	198809					26
